Time;Block;Trial;Event;Value
11703;7;3;percept;Down
12037;7;4;trial start;4
12511;7;4;percept;Up
16054;7;5;trial start;5
16862;7;5;blink;33
17262;7;5;sound;1000
17479;7;5;percept;Up
18054;7;5;blink;825
19712;7;5;percept;Up
20054;7;6;trial start;6
20704;7;6;percept;Down
21271;7;6;sound;1000
22505;7;6;blink;701
24071;7;7;trial start;7
24271;7;7;percept;Down
24729;7;7;percept;Up
28071;7;8;trial start;8
28654;7;8;percept;Down
29288;7;8;sound;1000
29840;7;8;blink;1091
31704;7;8;percept;Down
32080;7;9;trial start;9
32555;7;9;percept;Up
32789;7;9;sound;1500
33693;7;9;blink;1376
35880;7;9;percept;Up
36081;7;10;trial start;10
36547;7;10;percept;Down
40089;7;11;trial start;11
40522;7;11;percept;Up
40798;7;11;sound;1500
41559;7;11;blink;1458
43847;7;11;percept;Down
44089;7;12;trial start;12
45155;7;12;percept;Up
45306;7;12;sound;1000
46338;7;12;blink;1126
48098;7;13;trial start;13
48564;7;13;percept;Down
48873;7;13;percept;Up
52098;7;14;trial start;14
52873;7;14;percept;Down
53316;7;14;sound;1000
54082;7;14;blink;805
55882;7;14;percept;Down
56107;7;15;trial start;15
56816;7;15;sound;1500
56828;7;15;percept;Up
57493;7;15;blink;1426
59515;7;15;percept;Up
60108;7;16;trial start;16
60632;7;16;percept;Down
64116;7;17;trial start;17
64825;7;17;sound;1500
64882;7;17;percept;Up
65704;7;17;blink;1326
67974;7;17;percept;Up
68116;7;18;trial start;18
68649;7;18;percept;Down
68834;7;18;sound;1500
69684;7;18;blink;1303
72125;7;19;trial start;19
72317;7;19;percept;Down
73283;7;19;percept;Up
76125;7;20;trial start;20
74459;7;20;blink;1875
77343;7;20;sound;1000
77500;7;20;percept;Down
78269;7;20;blink;1051
80134;7;21;trial start;21
80161;7;21;percept;Down
80767;7;21;percept;Up
80843;7;21;sound;1500
81355;7;21;blink;1601
83559;7;21;percept;Up
84135;7;22;trial start;22
85234;7;22;percept;Down
88143;7;23;trial start;23
88843;7;23;percept;Up
88851;7;23;sound;1500
89495;7;23;blink;1378
92093;7;23;percept;Up
92143;7;24;trial start;24
92768;7;24;percept;Down
93360;7;24;sound;1000
94163;7;24;blink;977
96035;7;24;percept;Down
96042;7;25;trial start;25
21;8;1;trial start;1
795;8;1;blink;205
1445;8;1;percept;Down
4037;8;2;trial start;2
4262;8;2;percept;Up
4729;8;2;percept;Down
5255;8;2;sound;1000
5872;8;2;blink;1050
7538;8;2;percept;Up
8046;8;3;trial start;3
8521;8;3;percept;Down
8755;8;3;sound;1500
9495;8;3;blink;1275
11679;8;3;percept;Up
12046;8;4;trial start;4
12571;8;4;percept;Down
16055;8;5;trial start;5
16496;8;5;percept;Up
17264;8;5;sound;1000
17921;8;5;blink;975
19813;8;5;percept;Down
20056;8;6;trial start;6
21272;8;6;sound;1000
22107;8;6;blink;775
24064;8;7;trial start;7
24098;8;7;percept;Down
24772;8;7;percept;Up
28064;8;8;trial start;8
29231;8;8;percept;Down
29282;8;8;sound;1000
29961;8;8;blink;1050
32073;8;9;trial start;9
32173;8;9;percept;Down
32782;8;9;sound;1500
32873;8;9;percept;Up
33629;8;9;blink;1200
35506;8;9;percept;Up
36073;8;10;trial start;10
36498;8;10;percept;Down
40082;8;11;trial start;11
40598;8;11;percept;Up
40791;8;11;sound;1500
41621;8;11;blink;905
43649;8;11;percept;Up
44083;8;12;trial start;12
44549;8;12;percept;Down
45299;8;12;sound;1000
45940;8;12;blink;1101
48057;8;12;percept;Down
48091;8;13;trial start;13
48799;8;13;percept;Up
52091;8;14;trial start;14
52699;8;14;percept;Down
53308;8;14;sound;1000
54068;8;14;blink;1075
55991;8;14;percept;Down
56108;8;15;trial start;15
56809;8;15;sound;1500
56891;8;15;percept;Up
58185;8;15;blink;850
59701;8;15;percept;Up
60109;8;16;trial start;16
60534;8;16;percept;Down
