Time;Block;Trial;Event;Value
35484;6;9;percept;Down
36076;6;10;trial start;10
36950;6;10;percept;Up
40085;6;11;trial start;11
40793;6;11;sound;1500
41379;6;11;blink;1502
43693;6;11;percept;Down
44085;6;12;trial start;12
44693;6;12;percept;Up
44802;6;12;sound;1500
45484;6;12;blink;1482
47526;6;12;percept;Down
48094;6;13;trial start;13
48610;6;13;percept;Up
52094;6;14;trial start;14
52735;6;14;percept;Down
53311;6;14;sound;1000
53776;6;14;blink;1051
55577;6;14;percept;Down
56103;6;15;trial start;15
56811;6;15;sound;1500
57144;6;15;percept;Up
57762;6;15;blink;1206
59586;6;15;percept;Down
60103;6;16;trial start;16
60710;6;16;percept;Up
64112;6;17;trial start;17
64586;6;17;percept;Down
64820;6;17;sound;1500
65359;6;17;blink;1526
67970;6;17;percept;Up
68112;6;18;trial start;18
68553;6;18;percept;Down
68829;6;18;sound;1500
69441;6;18;blink;1427
71437;6;18;percept;Down
72121;6;19;trial start;19
72620;6;19;percept;Up
76121;6;20;trial start;20
76838;6;20;sound;1500
76887;6;20;percept;Down
77375;6;20;blink;1501
79462;6;20;percept;Down
80130;6;21;trial start;21
80763;6;21;percept;Up
81338;6;21;sound;1000
81820;6;21;blink;1127
83713;6;21;percept;Up
84130;6;22;trial start;22
84763;6;22;percept;Down
88139;6;23;trial start;23
88780;6;23;percept;Up
89347;6;23;sound;1000
89837;6;23;blink;1126
91780;6;23;percept;Up
92139;6;24;trial start;24
92822;6;24;percept;Down
93356;6;24;sound;1000
93921;6;24;blink;1076
95614;6;24;percept;Down
96038;6;25;trial start;25
21;7;1;trial start;1
1097;7;1;percept;Up
4032;7;2;trial start;2
4623;7;2;percept;Down
5248;7;2;sound;1000
5790;7;2;blink;1034
7665;7;2;percept;Up
8041;7;3;trial start;3
8998;7;3;percept;Down
9248;7;3;sound;1000
9804;7;3;blink;1032
11456;7;3;percept;Up
12040;7;4;trial start;4
12515;7;4;percept;Down
16049;7;5;trial start;5
16590;7;5;percept;Up
17257;7;5;sound;1000
17867;7;5;blink;1051
19699;7;5;percept;Up
20049;7;6;trial start;6
20574;7;6;percept;Down
20766;7;6;sound;1500
21693;7;6;blink;1232
23441;7;6;percept;Up
24058;7;7;trial start;7
24982;7;7;percept;Down
28059;7;8;trial start;8
28775;7;8;sound;1500
29377;7;8;blink;1426
31491;7;8;percept;Up
32067;7;9;trial start;9
32775;7;9;percept;Down
33275;7;9;sound;1000
33956;7;9;blink;955
35692;7;9;percept;Up
36067;7;10;trial start;10
36550;7;10;percept;Down
40077;7;11;trial start;11
40717;7;11;percept;Up
40784;7;11;sound;1500
41495;7;11;blink;1501
43676;7;11;percept;Up
44077;7;12;trial start;12
44601;7;12;percept;Down
44793;7;12;sound;1500
45450;7;12;blink;1454
47626;7;12;percept;Up
48085;7;13;trial start;13
48776;7;13;percept;Down
52086;7;14;trial start;14
53302;7;14;sound;1000
53867;7;14;blink;1151
55644;7;14;percept;Up
56095;7;15;trial start;15
56803;7;15;sound;1500
57102;7;15;percept;Down
57558;7;15;blink;1427
59627;7;15;percept;Up
60095;7;16;trial start;16
60653;7;16;percept;Down
64104;7;17;trial start;17
64812;7;17;sound;1500
64944;7;17;percept;Up
65450;7;17;blink;1526
67720;7;17;percept;Down
68104;7;18;trial start;18
68820;7;18;sound;1500
69372;7;18;blink;1479
71470;7;18;percept;Up
72113;7;19;trial start;19
73203;7;19;percept;Down
76113;7;20;trial start;20
76829;7;20;sound;1500
77469;7;20;blink;1551
79529;7;20;percept;Up
80121;7;21;trial start;21
80695;7;21;percept;Down
81329;7;21;sound;1000
82115;7;21;blink;979
83763;7;21;percept;Up
84122;7;22;trial start;22
84746;7;22;percept;Down
88131;7;23;trial start;23
88680;7;23;percept;Up
89339;7;23;sound;1000
89890;7;23;blink;1176
91664;7;23;percept;Up
92131;7;24;trial start;24
92638;7;24;percept;Down
93347;7;24;sound;1000
93805;7;24;blink;1102
95564;7;24;percept;Up
96038;7;25;trial start;25
21;8;1;trial start;1
896;8;1;percept;Up
4031;8;2;trial start;2
4497;8;2;percept;Down
5247;8;2;sound;1000
5792;8;2;blink;1028
7522;8;2;percept;Up
8039;8;3;trial start;3
8780;8;3;percept;Down
9247;8;3;sound;1000
9934;8;3;blink;1055
11656;8;3;percept;Down
12039;8;4;trial start;4
12730;8;4;percept;Up
16056;8;5;trial start;5
16931;8;5;percept;Down
17265;8;5;sound;1000
17818;8;5;blink;1101
19573;8;5;percept;Down
20058;8;6;trial start;6
20648;8;6;percept;Up
20782;8;6;sound;1500
21542;8;6;blink;1403
23648;8;6;percept;Down
24074;8;7;trial start;7
24540;8;7;percept;Up
28075;8;8;trial start;8
28540;8;8;percept;Down
28791;8;8;sound;1500
29404;8;8;blink;1476
31515;8;8;percept;Down
32084;8;9;trial start;9
32740;8;9;percept;Up
33291;8;9;sound;1000
33861;8;9;blink;1026
35616;8;9;percept;Down
36083;8;10;trial start;10
36416;8;10;percept;Up
40092;8;11;trial start;11
40800;8;11;sound;1500
41466;8;11;blink;1526
43684;8;11;percept;Down
44092;8;12;trial start;12
44508;8;12;percept;Up
44809;8;12;sound;1500
45400;8;12;blink;1456
47484;8;12;percept;Down
48101;8;13;trial start;13
48701;8;13;percept;Up
52102;8;14;trial start;14
52551;8;14;percept;Down
53318;8;14;sound;1000
54013;8;14;blink;976
55559;8;14;percept;Down
56110;8;15;trial start;15
56709;8;15;percept;Up
56818;8;15;sound;1500
57517;8;15;blink;1381
59551;8;15;percept;Down
60110;8;16;trial start;16
60676;8;16;percept;Up
64119;8;17;trial start;17
64827;8;17;sound;1500
65503;8;17;blink;1426
67502;8;17;percept;Down
68119;8;18;trial start;18
68635;8;18;percept;Up
68836;8;18;sound;1500
69529;8;18;blink;1326
71627;8;18;percept;Down
72128;8;19;trial start;19
72719;8;19;percept;Up
76129;8;20;trial start;20
76845;8;20;sound;1500
77161;8;20;percept;Down
77673;8;20;blink;1401
79720;8;20;percept;Down
80138;8;21;trial start;21
80770;8;21;percept;Up
81118;8;21;blink;92
81345;8;21;sound;1000
81905;8;21;blink;1230
83653;8;21;percept;Down
84138;8;22;trial start;22
84720;8;22;percept;Up
88146;8;23;trial start;23
89354;8;23;sound;1000
89914;8;23;blink;1226
91629;8;23;percept;Down
92147;8;24;trial start;24
92629;8;24;percept;Up
93363;8;24;sound;1000
94078;8;24;blink;976
95596;8;24;percept;Down
96037;8;25;trial start;25
