Time;Block;Trial;Event;Value
5248;7;2;sound;1000
5850;7;2;blink;935
8031;7;3;trial start;3
8631;7;3;percept;Up
8740;7;3;sound;1500
9361;7;3;blink;1455
12032;7;4;trial start;4
12365;7;4;percept;Up
16040;7;5;trial start;5
16749;7;5;sound;1500
16760;7;5;percept;Up
17375;7;5;blink;1334
20041;7;6;trial start;6
20424;7;6;percept;Up
21258;7;6;sound;1000
21875;7;6;blink;979
24049;7;7;trial start;7
24432;7;7;percept;Up
28049;7;8;trial start;8
28399;7;8;percept;Down
29267;7;8;sound;1000
29759;7;8;blink;1033
32059;7;9;trial start;9
32308;7;9;percept;Up
33267;7;9;sound;1000
33828;7;9;blink;1081
36058;7;10;trial start;10
36350;7;10;percept;Up
40067;7;11;trial start;11
40551;7;11;percept;Up
40776;7;11;sound;1500
41324;7;11;blink;1409
44068;7;12;trial start;12
44334;7;12;percept;Up
45285;7;12;sound;1000
45914;7;12;blink;1055
48077;7;13;trial start;13
48376;7;13;percept;Up
52077;7;14;trial start;14
52709;7;14;percept;Down
52794;7;14;sound;1500
53323;7;14;blink;1532
56085;7;15;trial start;15
56343;7;15;percept;Up
57294;7;15;sound;1000
57751;7;15;blink;1054
60086;7;16;trial start;16
60379;7;16;percept;Up
64086;7;17;trial start;17
64394;7;17;percept;Up
64795;7;17;sound;1500
65431;7;17;blink;980
68086;7;18;trial start;18
69028;7;18;percept;Up
69304;7;18;sound;1000
69832;7;18;blink;1056
72088;7;19;trial start;19
72428;7;19;percept;Up
76096;7;20;trial start;20
76554;7;20;percept;Down
76928;7;20;percept;Up
77313;7;20;sound;1000
77925;7;20;blink;1275
80104;7;21;trial start;21
80413;7;21;percept;Up
80813;7;21;sound;1500
81435;7;21;blink;1504
84105;7;22;trial start;22
84388;7;22;percept;Up
88113;7;23;trial start;23
88355;7;23;percept;Down
88638;7;23;percept;Up
88822;7;23;sound;1500
89141;7;23;blink;1752
92113;7;24;trial start;24
92488;7;24;percept;Up
92831;7;24;sound;1500
93325;7;24;blink;1506
95630;7;24;percept;Down
96038;7;25;trial start;25
21;8;1;trial start;1
4031;8;2;trial start;2
4489;8;2;percept;Down
5248;8;2;sound;1000
5973;8;2;blink;860
8039;8;3;trial start;3
8364;8;3;percept;Up
8748;8;3;sound;1500
9353;8;3;blink;1482
12040;8;4;trial start;4
12315;8;4;percept;Up
16048;8;5;trial start;5
16440;8;5;percept;Down
16757;8;5;sound;1500
17246;8;5;blink;1532
20049;8;6;trial start;6
20416;8;6;percept;Up
21266;8;6;sound;1000
21792;8;6;blink;1029
24049;8;7;trial start;7
24349;8;7;percept;Up
28058;8;8;trial start;8
28366;8;8;percept;Down
29283;8;8;sound;1000
29925;8;8;blink;1087
32075;8;9;trial start;9
32383;8;9;percept;Up
33284;8;9;sound;1000
33855;8;9;blink;1030
36075;8;10;trial start;10
36392;8;10;percept;Up
40084;8;11;trial start;11
40793;8;11;sound;1500
41042;8;11;percept;Up
41578;8;11;blink;1377
44084;8;12;trial start;12
44394;8;12;percept;Up
45301;8;12;sound;1000
45922;8;12;blink;1029
48093;8;13;trial start;13
48434;8;13;percept;Up
52093;8;14;trial start;14
52536;8;14;percept;Down
52811;8;14;sound;1500
53304;8;14;blink;1505
56102;8;15;trial start;15
56452;8;15;percept;Up
57311;8;15;sound;1000
57817;8;15;blink;1028
60103;8;16;trial start;16
60386;8;16;percept;Up
64111;8;17;trial start;17
64495;8;17;percept;Up
64820;8;17;sound;1500
64783;8;17;blink;153
65603;8;17;blink;1376
68112;8;18;trial start;18
68428;8;18;percept;Up
69328;8;18;sound;1000
69882;8;18;blink;1032
72120;8;19;trial start;19
72853;8;19;percept;Up
76121;8;20;trial start;20
76453;8;20;percept;Down
77338;8;20;sound;1000
77932;8;20;blink;981
80129;8;21;trial start;21
80488;8;21;percept;Up
80838;8;21;sound;1500
81499;8;21;blink;1407
84130;8;22;trial start;22
84471;8;22;percept;Up
88138;8;23;trial start;23
88513;8;23;percept;Down
88847;8;23;sound;1500
89407;8;23;blink;1455
92138;8;24;trial start;24
92523;8;24;percept;Up
92855;8;24;sound;1500
93531;8;24;blink;1511
96037;8;25;trial start;25
